latitude,longitude,Mineral,id,xcoord,ycoord,n,distance,feature_x,feature_y,nearest_x,nearest_y,left,bottom,right,top,Grid_id,ADM3
-34.183300000000003,22.133299999999998,Gold,"1",23.013549919999999,-33.868127809999997,"1",0.934972422592991,22.133299999999998,-34.183300000000003,23.013549919999999,-33.868127809999997,22.079999999999998,-34.240000000000002,22.240000000000002,-34.080000000000005,"4398",Mossel Bay Local Municipality
-34.168289999999999,22.122010000000000,Gold,"1",23.013549919999999,-33.868127809999997,"1",0.940712904801036,22.122010000000000,-34.168289999999999,23.013549919999999,-33.868127809999997,22.079999999999998,-34.240000000000002,22.240000000000002,-34.080000000000005,"4398",Mossel Bay Local Municipality
-34.156340000000000,19.019909999999999,Uranium,"16",20.536426270000000,-32.510219139999997,"1",2.238199160687419,19.019909999999999,-34.156340000000000,20.536426270000000,-32.510219139999997,18.879999999999999,-34.240000000000002,19.039999999999999,-34.080000000000005,"4472",Theewaterskloof Local Municipality
-34.149999999999999,19.016700000000000,Uranium,"16",20.536426270000000,-32.510219139999997,"1",2.235721182202838,19.016700000000000,-34.149999999999999,20.536426270000000,-32.510219139999997,18.879999999999999,-34.240000000000002,19.039999999999999,-34.080000000000005,"4472",Theewaterskloof Local Municipality
-34.149999999999999,19.899999999999999,Uranium,"16",20.936909199999999,-32.896812490000002,"1",1.626548377474409,19.899999999999999,-34.149999999999999,20.936909199999999,-32.896812490000002,19.840000000000000,-34.240000000000002,20.000000000000000,-34.080000000000005,"4498",Theewaterskloof Local Municipality
-34.133299999999998,18.433299999999999,Diamond (Alluvial),"4",18.223333140000001,-31.755806159999999,"1",2.386747376983204,18.433299999999999,-34.133299999999998,18.223333140000001,-31.755806159999999,18.399999999999999,-34.240000000000002,18.560000000000002,-34.080000000000005,"4533",City of Cape Town Metropolitan Municipal
-34.131039999999999,18.427779999999998,Diamond (Alluvial),"4",18.223333140000001,-31.755806159999999,"1",2.384016424701181,18.427779999999998,-34.131039999999999,18.223333140000001,-31.755806159999999,18.399999999999999,-34.240000000000002,18.560000000000002,-34.080000000000005,"4533",City of Cape Town Metropolitan Municipal
-34.125860000000003,22.110920000000000,Gold,"1",23.013549919999999,-33.868127809999997,"1",0.938704774804839,22.110920000000000,-34.125860000000003,23.013549919999999,-33.868127809999997,22.079999999999998,-34.240000000000002,22.240000000000002,-34.080000000000005,"4398",Mossel Bay Local Municipality
-34.118209999999998,21.189119999999999,Uranium,"16",20.936909199999999,-32.896812490000002,"1",1.247165652618300,21.189119999999999,-34.118209999999998,20.936909199999999,-32.896812490000002,21.120000000000001,-34.240000000000002,21.280000000000001,-34.080000000000005,"4416",Hessequa Local Municipality
-34.116700000000002,18.466699999999999,Diamond (Alluvial),"4",18.223333140000001,-31.755806159999999,"1",2.373404127470966,18.466699999999999,-34.116700000000002,18.223333140000001,-31.755806159999999,18.399999999999999,-34.240000000000002,18.560000000000002,-34.080000000000005,"4533",City of Cape Town Metropolitan Municipal
-34.116700000000002,18.833300000000001,Uranium,"16",20.536426270000000,-32.510219139999997,"1",2.341243226388592,18.833300000000001,-34.116700000000002,20.536426270000000,-32.510219139999997,18.719999999999999,-34.240000000000002,18.879999999999999,-34.080000000000005,"4523",Overstrand Local Municipality
-34.113250000000001,18.852219999999999,Uranium,"16",20.536426270000000,-32.510219139999997,"1",2.325136275150269,18.852219999999999,-34.113250000000001,20.536426270000000,-32.510219139999997,18.719999999999999,-34.240000000000002,18.879999999999999,-34.080000000000005,"4523",Overstrand Local Municipality
-34.100769999999997,24.785409999999999,Copper,"9",25.287820589999999,-33.958786740000001,"1",0.522087777164314,24.785409999999999,-34.100769999999997,25.287820589999999,-33.958786740000001,24.640000000000001,-34.240000000000002,24.800000000000001,-34.080000000000005,"4310",Kouga Local Municipality
-34.083300000000001,18.850000000000001,Uranium,"16",20.536426270000000,-32.510219139999997,"1",2.306212686688819,18.850000000000001,-34.083300000000001,20.536426270000000,-32.510219139999997,18.719999999999999,-34.240000000000002,18.879999999999999,-34.080000000000005,"4523",Overstrand Local Municipality
-34.079290000000000,24.907219999999999,Copper,"9",25.287820589999999,-33.958786740000001,"1",0.399221548490278,24.907219999999999,-34.079290000000000,25.287820589999999,-33.958786740000001,24.800000000000001,-34.080000000000005,24.960000000000001,-33.920000000000002,"4313",Kouga Local Municipality
-34.074809999999999,18.832989999999999,Uranium,"16",20.536426270000000,-32.510219139999997,"1",2.312928811084999,18.832989999999999,-34.074809999999999,20.536426270000000,-32.510219139999997,18.719999999999999,-34.080000000000005,18.879999999999999,-33.920000000000002,"4543",City of Cape Town Metropolitan Municipal
-34.071150000000003,18.845109999999998,Uranium,"16",20.536426270000000,-32.510219139999997,"1",2.301533374701978,18.845109999999998,-34.071150000000003,20.536426270000000,-32.510219139999997,18.719999999999999,-34.080000000000005,18.879999999999999,-33.920000000000002,"4543",City of Cape Town Metropolitan Municipal
-34.060150000000000,18.476109999999998,Diamond (Alluvial),"4",18.223333140000001,-31.755806159999999,"1",2.318166662234924,18.476109999999998,-34.060150000000000,18.223333140000001,-31.755806159999999,18.399999999999999,-34.080000000000005,18.560000000000002,-33.920000000000002,"4534",City of Cape Town Metropolitan Municipal
